A1,A2,A3,A4,A5,A6,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B2,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,C1,C2,C3,D1,D2,E1,E2
male,55+,secondary,middle,region1,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,2,4,4,22,NA,I would say keeping active outdoors though it can be difficult
female,18-34,tertiary or higher,high,region1,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,5,102,40,Strongly dissatisfied,I often find myself managing my schedule though it can be difficult
female,35-54,secondary,high,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4,4,4,35,25,Neutral,Personally I think learning new things whenever possible
male,35-54,secondary,high,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,3,1,65,10,NA,Personally I think staying on top of my health on a regular basis
female,35-54,secondary,low,region1,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,3,5,59,28,Strongly dissatisfied,I would say meeting up with friends more than I used to
female,18-34,tertiary or higher,high,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,4,5,106,45,Neutral,Personally I think staying on top of my health when time allows
female,35-54,tertiary or higher,low,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5,2,3,90,14,Strongly dissatisfied,Most of the time I spending time with family and would recommend it
female,35-54,secondary,high,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,5,5,53,19,Neutral,Most of the time I learning new things depending on the season
female,35-54,secondary,middle,region1,Rural,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,2 4 7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,4,2,70,18,Dissatisfied,I would say meeting up with friends though it can be difficult
female,18-34,tertiary or higher,low,region2,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,2 6 7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,4,1,93,41,Strongly dissatisfied,Most of the time I keeping active outdoors more than I used to
female,18-34,secondary,middle,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,3 4 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,5,1,110,19,Strongly dissatisfied,I would say managing my schedule as much as I can
male,35-54,tertiary or higher,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,2 5 8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,2,3,60,30,NA,In my experience travelling when I can and would recommend it
female,18-34,secondary,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,2,5,69,35,Dissatisfied,Personally I think travelling when I can when time allows
female,35-54,primary,middle,region2,Rural,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,5,73,34,Dissatisfied,I often find myself learning new things when time allows
female,18-34,secondary,low,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,1 6 7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,2,5,78,30,Dissatisfied,I really enjoy cooking at home on a regular basis
female,18-34,tertiary or higher,middle,region1,Rural,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,2 7 8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,2,2,90,37,Neutral,Most of the time I managing my schedule though it can be difficult
female,55+,tertiary or higher,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4,2,1,29,14,NA,I would say staying on top of my health whenever possible
male,35-54,tertiary or higher,middle,region2,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,2,61,11,NA,Personally I think managing my schedule and find it rewarding
female,35-54,primary,middle,region2,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,5,4,65,26,Neutral,I often find myself cooking at home on a regular basis
female,35-54,secondary,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,4,4,45,31,Strongly dissatisfied,I really enjoy staying on top of my health though it can be difficult
male,18-34,secondary,high,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,3,5,96,31,Neutral,Most of the time I managing my schedule even if it takes effort
male,18-34,tertiary or higher,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,3,1,89,48,Dissatisfied,Personally I think travelling when I can even if it takes effort
male,35-54,secondary,high,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,3,3,84,31,Dissatisfied,I really enjoy spending time with family as much as I can
female,35-54,secondary,middle,region1,Rural,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,4 5 7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,4,2,5,30,32,NA,Most of the time I reading in my spare time and find it rewarding
female,35-54,tertiary or higher,low,region3,Urban,1,TRUE,FALSE,FALSE,FALSE,FALSE,3 5 8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,5,5,70,23,NA,In my experience learning new things as much as I can
male,55+,secondary,middle,region3,Urban,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,4 7 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,2,3,22,12,NA,Personally I think reading in my spare time and would recommend it
female,18-34,tertiary or higher,middle,region3,Urban,3,FALSE,FALSE,TRUE,FALSE,FALSE,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4,4,88,46,Strongly dissatisfied,I really enjoy reading in my spare time on a regular basis
female,18-34,tertiary or higher,middle,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,5,75,40,Dissatisfied,Most of the time I travelling when I can more than I used to
male,35-54,tertiary or higher,high,region3,Urban,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,1 4 7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,3,3,63,17,Dissatisfied,I would say staying on top of my health and find it rewarding
female,18-34,tertiary or higher,low,region3,Urban,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,4 7 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,5,3,1,70,34,Strongly dissatisfied,In my experience cooking at home though it can be difficult
male,18-34,tertiary or higher,high,region2,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,4,2,75,28,Neutral,In my experience spending time with family depending on the season
male,35-54,tertiary or higher,low,region3,Urban,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5,4,5,34,25,NA,I would say keeping active outdoors even if it takes effort
female,35-54,secondary,middle,region2,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,1 6 7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,2,85,33,NA,In my experience spending time with family on a regular basis
male,18-34,tertiary or higher,middle,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2,88,45,Dissatisfied,Personally I think spending time with family even if it takes effort
female,35-54,tertiary or higher,high,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,6 7 8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,2,1,50,39,Neutral,I really enjoy keeping active outdoors more than I used to
female,18-34,tertiary or higher,middle,region2,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 7 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,4,4,101,44,Neutral,Most of the time I cooking at home more than I used to
male,18-34,tertiary or higher,low,region2,Rural,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,5 7 8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,3,1,81,47,Neutral,I would say managing my schedule when time allows
female,35-54,primary,high,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,2 4 8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,5,2,85,13,NA,I often find myself spending time with family when time allows
female,18-34,tertiary or higher,low,region2,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 4 7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5,5,4,77,21,Strongly dissatisfied,I would say spending time with family depending on the season
female,18-34,primary,middle,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,4,4,86,33,Dissatisfied,I would say managing my schedule whenever possible
female,18-34,secondary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 5 7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,2,94,42,Dissatisfied,Personally I think staying on top of my health more than I used to
female,18-34,tertiary or higher,high,region2,Rural,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,3 5 7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,5,1,5,113,39,Strongly dissatisfied,In my experience meeting up with friends when time allows
female,35-54,secondary,middle,region2,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,3,5,39,21,Neutral,I often find myself meeting up with friends more than I used to
female,35-54,secondary,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,5,1,66,27,Dissatisfied,Most of the time I meeting up with friends more than I used to
female,35-54,secondary,high,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,2,1,37,15,Strongly dissatisfied,Most of the time I staying on top of my health on a regular basis
male,18-34,secondary,high,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,5,109,31,NA,Personally I think cooking at home though it can be difficult
female,35-54,secondary,high,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,2,34,19,Dissatisfied,I often find myself travelling when I can as much as I can
female,18-34,tertiary or higher,high,region1,Rural,3,FALSE,FALSE,TRUE,FALSE,FALSE,5 6 8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,4,3,5,109,41,Strongly dissatisfied,I often find myself managing my schedule though it can be difficult
female,18-34,primary,low,region2,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,1 6 7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,5,104,33,Dissatisfied,I really enjoy staying on top of my health depending on the season
female,18-34,secondary,low,region2,Rural,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,4,1,81,33,Dissatisfied,I really enjoy spending time with family and would recommend it
female,35-54,secondary,middle,region2,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,5,2,29,26,Neutral,In my experience spending time with family though it can be difficult
female,35-54,secondary,high,region1,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,4,5,77,25,NA,In my experience staying on top of my health whenever possible
male,18-34,secondary,low,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 6 7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,2,1,115,35,Dissatisfied,I would say meeting up with friends as much as I can
male,35-54,tertiary or higher,low,region1,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,2,37,16,Neutral,I often find myself spending time with family when time allows
female,18-34,tertiary or higher,high,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 5 8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,4,97,43,Strongly dissatisfied,In my experience spending time with family when time allows
female,35-54,secondary,high,region2,Rural,3,FALSE,FALSE,TRUE,FALSE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,4,2,61,22,Dissatisfied,Most of the time I travelling when I can and would recommend it
female,18-34,tertiary or higher,low,region3,Urban,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,4,2,103,48,Dissatisfied,I often find myself keeping active outdoors whenever possible
female,35-54,tertiary or higher,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,3,87,22,Neutral,Most of the time I travelling when I can when time allows
male,55+,tertiary or higher,high,region2,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,3,7,11,NA,Personally I think managing my schedule as much as I can
male,18-34,primary,high,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,4 5 7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2,3,3,64,45,Neutral,In my experience travelling when I can though it can be difficult
female,18-34,primary,high,region2,Rural,2 3,FALSE,TRUE,TRUE,FALSE,FALSE,5 6 7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,4,4,94,28,Strongly dissatisfied,I often find myself staying on top of my health though it can be difficult
female,18-34,primary,middle,region2,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,4 6 7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,4,2,67,47,Strongly dissatisfied,In my experience managing my schedule on a regular basis
female,35-54,tertiary or higher,high,region2,Rural,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,6 7 8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,5,4,96,13,Neutral,I often find myself reading in my spare time whenever possible
female,35-54,primary,low,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,3,1,32,30,Neutral,I often find myself cooking at home though it can be difficult
female,35-54,primary,high,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,1,4,29,32,NA,In my experience travelling when I can as much as I can
female,35-54,primary,high,region2,Rural,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,3 5 8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,4,5,2,87,19,Strongly dissatisfied,I often find myself staying on top of my health as much as I can
male,18-34,tertiary or higher,middle,region1,Rural,2,FALSE,TRUE,FALSE,FALSE,FALSE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,2,108,31,NA,I would say managing my schedule though it can be difficult
male,18-34,secondary,middle,region3,Urban,2,FALSE,TRUE,FALSE,FALSE,FALSE,2 6 7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,5,4,104,32,Dissatisfied,I would say cooking at home when time allows
female,35-54,secondary,high,region1,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,4,3,50,40,NA,Personally I think reading in my spare time even if it takes effort
female,18-34,secondary,middle,region1,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,5,5,103,32,Strongly dissatisfied,Personally I think keeping active outdoors as much as I can
female,18-34,secondary,high,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,4,3,84,38,NA,In my experience learning new things when time allows
female,18-34,primary,middle,region2,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,5,2,97,34,NA,Most of the time I reading in my spare time and find it rewarding
female,18-34,tertiary or higher,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,1,109,34,NA,In my experience spending time with family whenever possible
male,18-34,tertiary or higher,high,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,5,102,30,NA,I often find myself managing my schedule as much as I can
female,35-54,secondary,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 4 6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,5,2,48,20,Strongly dissatisfied,In my experience keeping active outdoors when time allows
female,35-54,tertiary or higher,low,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,4 5 6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,2,3,48,11,Dissatisfied,Most of the time I reading in my spare time even if it takes effort
female,35-54,secondary,middle,region1,Rural,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,4 6 8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,3,2,54,12,NA,I really enjoy meeting up with friends whenever possible
male,18-34,tertiary or higher,middle,region3,Urban,4,FALSE,FALSE,FALSE,TRUE,FALSE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,3,1,90,31,NA,I would say learning new things depending on the season
female,18-34,primary,middle,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 6 8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,5,2,52,26,Strongly dissatisfied,I often find myself learning new things when time allows
male,35-54,tertiary or higher,high,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,1,5,33,37,NA,I would say travelling when I can and find it rewarding
male,55+,tertiary or higher,low,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 5 6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,4,3,16,8,NA,I often find myself travelling when I can as much as I can
male,35-54,primary,middle,region3,Urban,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,4,5,85,14,NA,I really enjoy reading in my spare time more than I used to
female,35-54,secondary,high,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,4,2,82,11,NA,Most of the time I travelling when I can more than I used to
female,35-54,secondary,low,region1,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,1 4 6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,4,4,66,34,Dissatisfied,I really enjoy meeting up with friends when time allows
female,35-54,secondary,low,region3,Urban,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,1,71,24,Strongly dissatisfied,Most of the time I meeting up with friends when time allows
female,55+,secondary,high,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 6 8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,2,3,36,6,Neutral,Personally I think keeping active outdoors depending on the season
male,18-34,secondary,high,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,4 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5,3,1,109,39,Strongly dissatisfied,Personally I think spending time with family even if it takes effort
male,35-54,secondary,middle,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,2 4 8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,4,5,107,26,Neutral,I would say keeping active outdoors depending on the season
female,18-34,secondary,high,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 3 8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,1,89,35,Dissatisfied,I really enjoy meeting up with friends and find it rewarding
male,35-54,secondary,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,3,3,83,22,NA,Personally I think spending time with family and find it rewarding
male,55+,tertiary or higher,middle,region1,Rural,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,34,29,Neutral,Most of the time I managing my schedule more than I used to
male,35-54,secondary,low,region3,Urban,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,2 5 7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,2,4,51,16,NA,I really enjoy staying on top of my health depending on the season
male,35-54,tertiary or higher,middle,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,5 6 8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,4,2,68,29,NA,Personally I think spending time with family whenever possible
female,18-34,primary,high,region1,Rural,1,TRUE,FALSE,FALSE,FALSE,FALSE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,4,1,79,46,Neutral,I would say spending time with family depending on the season
female,18-34,secondary,middle,region2,Rural,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,4 6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,3,1,106,41,Dissatisfied,I would say keeping active outdoors though it can be difficult
female,35-54,secondary,high,region1,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,5,3,87,12,Neutral,I really enjoy staying on top of my health when time allows
male,35-54,tertiary or higher,middle,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,3,1,97,16,Strongly dissatisfied,I really enjoy reading in my spare time even if it takes effort
female,35-54,tertiary or higher,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 4 7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,4,1,86,26,Neutral,Most of the time I cooking at home when time allows
female,18-34,secondary,low,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,3,3,86,46,Strongly dissatisfied,In my experience spending time with family when time allows
female,35-54,primary,high,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,4,41,37,Dissatisfied,I often find myself travelling when I can and find it rewarding
male,35-54,secondary,high,region3,Urban,3 5,FALSE,FALSE,TRUE,FALSE,TRUE,4 7 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,4,1,4,66,19,NA,I really enjoy travelling when I can even if it takes effort
female,18-34,secondary,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 3 7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,5,5,96,34,NA,Most of the time I spending time with family even if it takes effort
female,35-54,tertiary or higher,high,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,4,5,56,30,Strongly dissatisfied,Personally I think meeting up with friends on a regular basis
female,18-34,tertiary or higher,low,region2,Rural,1,TRUE,FALSE,FALSE,FALSE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,4,5,103,43,NA,I often find myself cooking at home and find it rewarding
male,18-34,tertiary or higher,low,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,4,1,116,34,Neutral,I really enjoy spending time with family when time allows
female,35-54,secondary,middle,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,4 6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,5,5,64,22,NA,Personally I think keeping active outdoors depending on the season
